,var,n,N,lower_CI_ppi,upper_CI_ppi,lower_CI_ols,upper_CI_ols
0,Barrier,50,500,-0.42619608897107797,0.061725818125320464,-0.4276923389368539,0.05467646592098066
0,Barrier,50,1000,-0.4271093516097033,0.06835195416036671,-0.4276923389368539,0.05467646592098066
0,Barrier,50,1500,-0.4234796454898587,0.07071034134874296,-0.4276923389368539,0.05467646592098066
0,Barrier,50,2000,-0.4292661243233762,0.07660109325974865,-0.4276923389368539,0.05467646592098066
0,Barrier,50,2500,-0.4239131946105278,0.0717061915775746,-0.4276923389368539,0.05467646592098066
0,Barrier,50,3000,-0.423238934357965,0.07206833041079239,-0.4276923389368539,0.05467646592098066
0,Barrier,50,3500,-0.42312278324776814,0.07105129476280952,-0.4276923389368539,0.05467646592098066
0,Barrier,50,4000,-0.42290512669438995,0.06843905544752074,-0.4276923389368539,0.05467646592098066
0,Barrier,50,4500,-0.42443001102984923,0.06918105492056326,-0.4276923389368539,0.05467646592098066
0,Barrier,50,5000,-0.42580113059920144,0.07009802006958807,-0.4276923389368539,0.05467646592098066
0,Barrier,50,5500,-0.4262466576592242,0.07116703944797978,-0.4276923389368539,0.05467646592098066
0,Barrier,50,6000,-0.4280867061165726,0.07260577787658362,-0.4276923389368539,0.05467646592098066
0,Barrier,50,6500,-0.4292165420113648,0.07311404382029335,-0.4276923389368539,0.05467646592098066
0,Barrier,50,7000,-0.42897810938540426,0.07270149002152695,-0.4276923389368539,0.05467646592098066
0,Barrier,50,7500,-0.4296915943287568,0.07245121586349179,-0.4276923389368539,0.05467646592098066
0,Barrier,50,8000,-0.43017439654965933,0.07281760280409705,-0.4276923389368539,0.05467646592098066
0,Barrier,50,8500,-0.4311464246145599,0.07299546053063133,-0.4276923389368539,0.05467646592098066
0,Barrier,50,9000,-0.43227301625667325,0.07327919332856339,-0.4276923389368539,0.05467646592098066
0,Barrier,50,9500,-0.43083107322920533,0.07311169160419492,-0.4276923389368539,0.05467646592098066
0,Barrier,50,10000,-0.4309224551022628,0.07281568350537557,-0.4276923389368539,0.05467646592098066
0,Barrier,100,500,-0.24734658961094014,0.13389913643042367,-0.22686613496620667,0.12012710285404042
0,Barrier,100,1000,-0.24037186248748954,0.14753788278163077,-0.22686613496620667,0.12012710285404042
0,Barrier,100,1500,-0.2379187883884774,0.15072027769357993,-0.22686613496620667,0.12012710285404042
0,Barrier,100,2000,-0.24106049273093733,0.15859867178998976,-0.22686613496620667,0.12012710285404042
0,Barrier,100,2500,-0.23666385225589034,0.15067898908886232,-0.22686613496620667,0.12012710285404042
0,Barrier,100,3000,-0.23638339567819688,0.1507868970817911,-0.22686613496620667,0.12012710285404042
0,Barrier,100,3500,-0.23643938626369798,0.14978850961083007,-0.22686613496620667,0.12012710285404042
0,Barrier,100,4000,-0.23602569796609205,0.14667918825345486,-0.22686613496620667,0.12012710285404042
0,Barrier,100,4500,-0.23923665587644155,0.14767294785573715,-0.22686613496620667,0.12012710285404042
0,Barrier,100,5000,-0.23990697438365383,0.14870549360397678,-0.22686613496620667,0.12012710285404042
0,Barrier,100,5500,-0.24050260007844299,0.15026214692452206,-0.22686613496620667,0.12012710285404042
0,Barrier,100,6000,-0.24239295650294831,0.1515977082129836,-0.22686613496620667,0.12012710285404042
0,Barrier,100,6500,-0.24265936786869988,0.15201833127813616,-0.22686613496620667,0.12012710285404042
0,Barrier,100,7000,-0.24246658347422506,0.1517523709871923,-0.22686613496620667,0.12012710285404042
0,Barrier,100,7500,-0.24360725557418222,0.15092611863873046,-0.22686613496620667,0.12012710285404042
0,Barrier,100,8000,-0.24376704988314107,0.15129417318375166,-0.22686613496620667,0.12012710285404042
0,Barrier,100,8500,-0.24495801754061144,0.15120905752419542,-0.22686613496620667,0.12012710285404042
0,Barrier,100,9000,-0.24584548794510308,0.15179248097763937,-0.22686613496620667,0.12012710285404042
0,Barrier,100,9500,-0.24446374703260496,0.15175322862108628,-0.22686613496620667,0.12012710285404042
0,Barrier,100,10000,-0.24486486011830866,0.1514885122945656,-0.22686613496620667,0.12012710285404042
0,Barrier,150,500,-0.25034087795251475,0.05643148804444621,-0.23135078644101353,0.04375267027146884
0,Barrier,150,1000,-0.2368723746002763,0.0712988713741928,-0.23135078644101353,0.04375267027146884
0,Barrier,150,1500,-0.23761786090789447,0.07403164768490691,-0.23135078644101353,0.04375267027146884
0,Barrier,150,2000,-0.23772367528966726,0.08192053271413963,-0.23135078644101353,0.04375267027146884
0,Barrier,150,2500,-0.23490058967436156,0.07522264338497037,-0.23135078644101353,0.04375267027146884
0,Barrier,150,3000,-0.23512988194769605,0.07422121947465019,-0.23135078644101353,0.04375267027146884
0,Barrier,150,3500,-0.23599462824773787,0.07324125666342662,-0.23135078644101353,0.04375267027146884
0,Barrier,150,4000,-0.23600084816178993,0.06957338168422114,-0.23135078644101353,0.04375267027146884
0,Barrier,150,4500,-0.23886566640623907,0.07038759125741113,-0.23135078644101353,0.04375267027146884
0,Barrier,150,5000,-0.24024229009061626,0.07066172969127621,-0.23135078644101353,0.04375267027146884
0,Barrier,150,5500,-0.23958137769759658,0.07255050103784344,-0.23135078644101353,0.04375267027146884
0,Barrier,150,6000,-0.24124260975111894,0.07359904259402095,-0.23135078644101353,0.04375267027146884
0,Barrier,150,6500,-0.2419835077109845,0.07352921439471291,-0.23135078644101353,0.04375267027146884
0,Barrier,150,7000,-0.24162260190649176,0.07326955385455208,-0.23135078644101353,0.04375267027146884
0,Barrier,150,7500,-0.24324377189661586,0.07223973937232783,-0.23135078644101353,0.04375267027146884
0,Barrier,150,8000,-0.2434989973139728,0.07260101114223366,-0.23135078644101353,0.04375267027146884
0,Barrier,150,8500,-0.24430521449835274,0.07204622278329009,-0.23135078644101353,0.04375267027146884
0,Barrier,150,9000,-0.24469202072094956,0.07293771500561377,-0.23135078644101353,0.04375267027146884
0,Barrier,150,9500,-0.2437650055232337,0.07254525777121078,-0.23135078644101353,0.04375267027146884
0,Barrier,150,10000,-0.24443891728240744,0.0724232584784297,-0.23135078644101353,0.04375267027146884
0,Barrier,200,500,-0.23132637821485585,0.0280786248615581,-0.22604949555959825,0.01636288587298891
0,Barrier,200,1000,-0.22035553824057175,0.04337693230928309,-0.22604949555959825,0.01636288587298891
0,Barrier,200,1500,-0.21943699381720885,0.0482058720286028,-0.22604949555959825,0.01636288587298891
0,Barrier,200,2000,-0.21883893270242144,0.05237081954302038,-0.22604949555959825,0.01636288587298891
0,Barrier,200,2500,-0.21657724054383132,0.04632371381921768,-0.22604949555959825,0.01636288587298891
0,Barrier,200,3000,-0.21521596729593945,0.04798453849673068,-0.22604949555959825,0.01636288587298891
0,Barrier,200,3500,-0.21685731320406978,0.04534482369444323,-0.22604949555959825,0.01636288587298891
0,Barrier,200,4000,-0.21716916421779292,0.04292803921761479,-0.22604949555959825,0.01636288587298891
0,Barrier,200,4500,-0.21961054328924778,0.04315644972704902,-0.22604949555959825,0.01636288587298891
0,Barrier,200,5000,-0.2204435314505464,0.043664125008605725,-0.22604949555959825,0.01636288587298891
0,Barrier,200,5500,-0.22014657804330942,0.0459164598590622,-0.22604949555959825,0.01636288587298891
0,Barrier,200,6000,-0.22117586873244827,0.04647116931508205,-0.22604949555959825,0.01636288587298891
0,Barrier,200,6500,-0.2219142847045602,0.046157620440083855,-0.22604949555959825,0.01636288587298891
0,Barrier,200,7000,-0.22160488251629754,0.045860892312552054,-0.22604949555959825,0.01636288587298891
0,Barrier,200,7500,-0.22305679512302298,0.0452559835575512,-0.22604949555959825,0.01636288587298891
0,Barrier,200,8000,-0.22365272400673863,0.04514405102986169,-0.22604949555959825,0.01636288587298891
0,Barrier,200,8500,-0.22412138760898515,0.0443688329116106,-0.22604949555959825,0.01636288587298891
0,Barrier,200,9000,-0.2239881363904894,0.0455483041141552,-0.22604949555959825,0.01636288587298891
0,Barrier,200,9500,-0.2236384636030081,0.04535333542681225,-0.22604949555959825,0.01636288587298891
0,Barrier,200,10000,-0.22399307706994154,0.04500831026795282,-0.22604949555959825,0.01636288587298891
0,Barrier,250,500,-0.24432874527612503,-0.012719881073602099,-0.248081125465622,-0.027573855391670246
0,Barrier,250,1000,-0.2312995689668465,-0.0004997189917515105,-0.248081125465622,-0.027573855391670246
0,Barrier,250,1500,-0.22793782312239758,0.007672451622175114,-0.248081125465622,-0.027573855391670246
0,Barrier,250,2000,-0.2292200073059641,0.009281634562470734,-0.248081125465622,-0.027573855391670246
0,Barrier,250,2500,-0.22583976299708053,0.0056567934087926736,-0.248081125465622,-0.027573855391670246
0,Barrier,250,3000,-0.22509328250090188,0.005255831774275868,-0.248081125465622,-0.027573855391670246
0,Barrier,250,3500,-0.22798540138782425,0.002555278018030807,-0.248081125465622,-0.027573855391670246
